463.4,456,458.28,711.45,680.5,684.05,465.01,452.8,454.17,323.9,311.4,313.35,3510,3378,3389.5,769.55,736,742.4,203.75,196.05,197.4	356.3,336.65,339.6,1083.7,1045,1052.1,171.85,167.55,169.05,452.45,433,435.8,1884.9,1831,1847.75,343.25,331.1,332.25,493.75,474.6,477.65	372,354.6,358.35,127.7,121.7,122.7,1370.55,1340,1343.25,310.25,300.25,302.21,1092.4,1060.6,1066.75,184.2,176.35,177.15,1193.7,1142,1146.25
462.98,435,436.76,684.4,650,653.75,454.5,428.22,430.26,318,306.55,308.8,3451.85,3357.45,3398.7,753.55,725,729.05,197.05,190.1,191.35	345.35,329,340.25,1066,1011.3,1017.7,169.7,163.2,163.8,434.8,402.6,412.8,1852,1763.1,1780.85,331.75,320,321.8,477.2,463,465.2	358.5,346.7,348.7,123.8,115.6,116.4,1348.85,1314.1,1320.35,303.49,291.25,293.66,1073,1025,1035.55,178.2,173.5,175.75,1155.45,1122,1129.65
451.23,437.66,446.43,668,651,660.75,440.8,425.88,431.53,312.95,303.25,308.55,3427.4,3299,3341.5,743.4,727.2,734.55,195,188.25,190.05	347.65,334.1,339.2,1046.45,1006.55,1027.4,165.95,160.85,162.1,428.6,405.95,419.4,1813.2,1766,1788.35,335.5,322,331.45,474.8,456.6,469.15	354.7,345.4,348.2,119.15,111.25,114.9,1329.8,1301,1311.85,302.99,293.04,297.66,1054.3,1000,1015.5,176.05,169.65,173.75,1137,1090.25,1101.85
452.37,443,450.02,689.7,649,682.95,444.59,421.8,442.52,311,302.3,306.5,3396,3325,3378.35,756.7,726,754.15,193.4,186,191.5	351.9,336.6,349.9,1075.2,1025.3,1070.4,166.5,158.35,165.4,429.9,415.15,426.35,1804,1731.55,1768.25,343.95,332.8,342.7,472.4,458.25,468.6	353,338.85,348.7,116.6,109.25,115.05,1333.5,1290,1320.3,304.06,288.31,298.2,1039,1002,1035.7,176.9,170.6,175.45,1154.15,1113.05,1134.95
451.69,444,445.89,687.95,664.5,668.6,444.43,425.08,428.92,307.85,300.5,302.5,3307,3207,3218,757,734,737.8,191.9,187.35,189.2	354.8,344.8,346.65,1066,1018.05,1026.75,166.05,158.2,159,434.7,403,407.35,1789.4,1734.35,1750.95,345.7,332.7,335.9,474.2,449.45,454.45	350.9,340.4,344.45,116.85,112.75,113.5,1323.5,1295,1308.55,302.13,293.89,300.55,1042.4,1011.2,1016.05,177.85,168.75,170.1,1156.4,1117,1124.4
449.77,435.4,438.44,680.8,637.3,642.7,442.62,407.24,410.92,313.15,301.1,302.1,3292.4,3195,3214.75,755.5,730.35,738.3,192.95,185.8,186.8	352.4,342.1,343.55,1058.9,1003.55,1009.05,160.75,153.1,154.2,425,395,398.65,1761.5,1698,1713.55,341.9,325.7,327.25,469,452.2,462.7	355.7,338.1,339.8,114.5,109.7,110.4,1314.35,1260.55,1266.45,305,293.26,294.71,1034.1,997.9,1001.55,166.85,158.6,160.95,1154.65,1115.65,1120.05
440.8,434.21,436.95,666.8,638.1,663.55,419.56,411.3,415.19,305.3,300.65,301.6,3282.7,3198,3272.75,745.55,731.5,738.8,188.5,184.55,187.2	351.8,340.55,348.55,1021.9,993.6,1003.7,155.9,151.75,155.35,410.9,394.9,404.1,1734,1664.1,1681.5,327.25,313.9,318.2,477,457.65,465.55	348.25,336.2,346.95,112,106,106.35,1269.95,1250.25,1262.4,297.13,290.39,292.98,1009.4,993.15,1000.5,161.9,155.35,156.3,1145.9,1117.5,1137
441,437,439.45,669.8,651,660.25,423.72,409,422.32,304.45,300.15,302.75,3333,3249,3322.5,753.05,738.4,749.4,189.9,187.8,189.25	351.45,344.3,345.5,1027.2,1002.2,1015.35,160.1,156.45,159.7,413.95,402,406.55,1702,1668.05,1685.45,323.5,309.3,315.6,481.95,471,477.7	356.85,348.75,355.6,108.3,101.15,102.8,1284.8,1265,1278.25,294.99,289.59,293.93,1009.8,989.5,998.15,163.1,157.4,162.2,1207.85,1165.05,1203.3
441.84,431.01,435.81,662,651,653.2,423.51,413,416.47,304,297.65,299.15,3318,3233.05,3247,766,748.1,751.15,191.5,186.6,187.35	348.45,342.2,344.4,1037.5,1018.95,1024.95,160.3,155.7,158.15,417,403.15,414.5,1693,1641.25,1652.75,325.75,314.55,323.3,479.9,468.8,471.95	360,350.6,352.2,104.4,98.2,99.9,1281,1258.2,1261.25,296.68,289.14,290.39,1008,976,982.25,171.5,162.1,169.55,1281,1184.45,1191.05
438.96,430.66,435.99,666.7,646.35,661.7,427.96,410.25,424.86,301.4,296.85,300.15,3301.8,3221.05,3288.3,765,749.55,760.9,189.9,185.8,188.85	343.95,338.1,341,1067.9,1009.15,1052.95,160.75,156.25,160.15,421.5,407.4,419.4,1672.3,1643.1,1660.5,329.65,316.85,328.4,479.1,467.5,475.45	353,344.15,351,99.35,97.25,98.6,1261.9,1240.3,1256.85,290,281,284.76,979.75,957.7,973.25,169.6,165.5,168.7,1216,1181.5,1212.45
452.2,435.6,442.19,661.95,649.2,652.15,426.2,416.25,420.3,300.15,296.1,297.5,3277.6,3224,3245.25,775,757,769.45,190.2,188.8,189.85	339,331.5,336.9,1068.8,1036.55,1064.7,160.65,157.65,158.3,422.8,410.5,413.95,1674,1635.4,1652.65,337.5,324.4,335.55,464.95,450.55,452.6	354.5,345.7,353.5,100.7,98,99.55,1262.3,1237.1,1246.8,283.9,276.28,277.21,992.5,969,987.15,169,166.6,167.35,1216,1202.55,1209.65
456.7,442.7,453.89,674.55,651.5,668.1,431.54,415.66,430.08,301.6,295.25,296.95,3281.7,3222,3271.65,793.5,771.7,790.2,193.75,189.1,192.7	337.95,333.4,334,1093.45,1060.25,1085.6,160.1,157.45,158.7,422.45,410.15,415.05,1670,1648.3,1660.3,342.9,328.9,330.35,448,432.1,441.55	355.2,346.55,349.1,100.9,98.8,99.25,1287.95,1251.15,1285.15,286.2,277.75,284.91,996,965.1,973,168,165,165.65,1217,1196.95,1204.85
460.4,454.8,456.9,681.5,664,668.5,435.59,415,417.87,302.4,280.3,281.65,3294,3238,3250.4,796.65,766.7,769.65,197.25,193.2,195.15	340.85,333.65,337.35,1092,1034.8,1040.15,160.2,156.4,156.85,421,404.1,405.85,1705,1660.65,1668.7,334.8,324.65,325.8,448,430.35,443.05	351.7,341.45,344.55,100.2,97.6,97.9,1296.5,1269.45,1281.1,287.54,277.65,282.33,984.9,957.5,959.9,168,159.65,160.9,1215,1179.25,1187
